codpostal,coordx,coordy,direccion,fax,idcentrorc,latitud,localidad,longitud,mail,naturaleza,nombre_cen,objectid,refpar,shape,srs,telefono,tipo_centr,web,xcen,ycen
50620,664276,4620359,"CL. SANTIAGO CASTILLO, 4",0,50017850,41.71807106,Casetas,-1.02515263, ,Privado,EL DUENDE DEL BOSQUE,8051, ,0101000020E6640000400AD7C3A7452441A4923AC911A05141,25830, ,Centro Privado de Educación Infantil, ,664275.88,4620359.14
50700,747552,4568778,"Cl. Glorieta Federico García Lorca, S/N",0,50010764,41.23252713,Caspe,-0.04627905,cpalcaspe@educa.aragon.es,Público,Alejo Lorén Albareda,8052, ,0101000020E6640000305530EA3FD0264128A08984B26D5141,25830,976 63 20 28,Colegio Público, ,747551.96,4568778.07
22466,786352,4712567,"Pza. De La Constitución, S/N",0,22010177,42.51246474,Castejon De Sos,0.48554453, ,Público,LA MAINADA,8053, ,0101000020E6640000F0B050CB60FF27413208ACB01DFA5141,25830,974 55 30 00,Escuela de Educación Infantil, ,786352.40,4712566.76
44630,739945,4540612,"Cl. José Antonio, 69",978877131,44004811,40.98141716,Castelseras,-0.14792521,cracastelseras@educa.aragon.es,Público,C.R.A. Del Mezquín,8054, ,0101000020E6640000701B0D80D294264138D6C51D31525141,25830,978 87 71 31,Colegio Público,http://cmezquin.educa.aragon.es,739945.25,4540612.47
22889,703535,4737969,"Ctra. De Francia, S/N",0,22010098,42.76724039,Candanchu,-0.51232137, ,Privado,Escuela Española De Esquí,8055, ,0101000020E66400004850FCB85E78254192ED7C43EC125241,25830,974 37 31 94,Centro Privado de Enseñanzas Deportivas, ,703535.36,4737969.05
44630,740239,4540592,"CL. LA PARADA, S/N",0,44010148,40.98114814,Castelseras,-0.14444822, ,Público,Santa Bárbara,8056, ,0101000020E6640000A0CDAA8F1D972641842F4C0A2C525141,25830, ,Escuela de Educación Infantil, ,740238.78,4540592.16
44560,726355,4519933,"P.º. De La Mina, 3",0,44004732,40.79921896,Castellote,-0.31682210,cracastellote@educa.aragon.es / craaguaviva@educa.aragon.es,Público,C.R.A. Olea,8057, ,0101000020E664000080AEB602A62A264192CB7F58FF3D5141,25830,978 88 74 15,Colegio Público,http://cradecas.educa.aragon.es,726355.01,4519933.38
44147,682364,4478465,"CL. BASILIO MUÑOZ, S/N",0,44010197,40.43684996,Cedrillas,-0.84989498, ,Público,EL PARQUE,8058, ,0101000020E6640000F07C3F95F8D22441C2F5284480155141,25830, ,Escuela de Educación Infantil, ,682364.29,4478465.07
44370,645807,4479681,"Cl. Partida El Carro, S/N",0,44005128,40.45501103,Cella,-1.28042191,iescella@educa.aragon.es,Público,Sierra Palomera,8059, ,0101000020E664000030C4B18E5EB523411C0DE039B0165141,25830,978 65 33 12,Instituto de Educación Secundaria (IES),http://iescella.educa.aragon.es,645807.28,4479680.90
44370,645245,4479851,"Cl. Matadero, S/N",0,44001159,40.45663799,Cella,-1.28700994,cpbvcella@educa.aragon.es,Público,Miguel Blasco Vilatela,8060, ,0101000020E664000098658843FAB02341F8E461A9DA165141,25830,978 65 35 05,Colegio Público,http://cpbvcell.educa.aragon.es,645245.13,4479850.65
44640,745257,4535645,"CTRA. A TORRECILLA DE ALCAÑIZ, S/N",0,44010240,40.93514738,Codoñera (La),-0.08682701, ,Público,LA CODOÑERA,8061, ,0101000020E6640000E851B8DE52BE26412AA9133C574D5141,25830, ,Escuela de Educación Infantil, ,745257.44,4535644.94
22414,763907,4644748,"Cl. Monzón, S/N",0,22005820,41.91060028,Conchel,0.18198067,craalmuniasj@aragon.es,Público,C.R.A. Arco Iris,8062, ,0101000020E6640000907EFBDA06502741F2D24D02E3B75141,25830,974 41 33 91,Colegio Público,http://www.educa.aragob.es/craracoi,763907.43,4644748.04
44623,770430,4535865,"Cl. Jardín De La Corona De Aragón, S/N",0,44005131,40.92919103,Cretas,0.21184047,cracretas@educa.aragon.es,Público,C.R.A. Algars,8063, ,0101000020E6640000F85C6DC5FB822741A679C7498E4D5141,25830,978 89 04 73,Colegio Público,http://cralgars.educa.aragon.es/,770429.89,4535865.15
50410,672619,4606371,"Cl. Ramón Y Cajal, 53",0,50008952,41.59039101,Cuarte De Huerva,-0.92896096,cpcuarte@aragon.es,Público,Ramón Y Cajal,8064, ,0101000020E66400008051493DD5862441D044D8B468925141,25830,976 46 32 95,Colegio Público,www.educa.aragon.es/cpcuarte,672618.62,4606370.83
50410,671292,4605791,"C/ Foro Romano,1",0,50018283,41.58545899,Cuarte De Huerva,-0.94503807,cpcuarte2@educa.aragon.es,Público,CP FORO ROMANO,8065, ,0101000020E6640000F0B0502B777C2441C876BECBD7915141,25830,976509824,Colegio Público, ,671291.58,4605791.18
22233,763339,4617282,"Cl. Extramuros, S/N",0,22001656,41.66378587,Chalamera,0.16295646,cpchalamera@aragon.es,Público,Ramón J. Sender,8066, ,0101000020E6640000D856EC4F954B2741A8A44E98109D5141,25830,974 46 16 17,Colegio Público, ,763338.66,4617282.38
22194,710159,4669067,"Ctra  De  Huesca , S/N",0,22005728,42.14554792,Chimillas,-0.45666797,crachimillas@aragon.es,Público,C.R.A. Montearagón,8067, ,0101000020E6640000F0B0500B1EAC254164AA60DCA2CF5141,25830,974 26 04 62,Colegio Público,e-ducativa.catedu.es/22005728/sitio/,710159.02,4669067.44
50360,632646,4552252,"Cl. Barranco De Luzbel, S/N",0,50010284,41.11073499,Daroca,-1.42017305,iesdaroca@educa.aragon.es,Público,Comunidad De Daroca,8068, ,0101000020E6640000C0E3141D8B4E2341DE9387198F5D5141,25830,976 80 20 72,Instituto de Educación Secundaria (IES),http://iesdaroc.educa.aragon.es,632645.56,4552252.40
50360,633044,4552660,"Cl. Comunidad De Daroca, S/N",0,50011483,41.11433899,Daroca,-1.41534602,epadaroca@educaragon.org,Público,C.P.E.P.A. De  Daroca,8069, ,0101000020E66400003870CE28A751234120D26FF7F45D5141,25830,976 80 05 48,Centro Público de Educación de Personas Adultas (Presenc,http://cpeadaro.educa.aragon.es,633043.58,4552659.87
50360,633438,4552728,"CL. RABINO JOSEF ALBO, S/N",0,50017758,41.11488701,Daroca,-1.41063998, ,Público,PINOCHO,8070, ,0101000020E664000070567D2EBB5423411E85EBF9055E5141,25830, ,Escuela de Educación Infantil, ,633437.59,4552727.91
50600,639518,4665733,"Cl. Alegría, S/N",0,50001775,42.13129220,Ejea De Los Caballeros,-1.31190747,cpfrejea@educa.aragon.es,Público,Ferrer Y Racaj,8071, ,0101000020E6640000B0506B3A3C842341A60A462561CC5141,25830,976 66 27 66,Colegio Público,http://cpfrejea.educa.aragon.es,639518.11,4665732.58
50600,653678,4665158,"Pº. Justicia Mayor De Aragón, 49",0,50001799,42.12347403,Ejea De Los Caballeros,-1.14081434,Mercedariasejea@Colegiosaragon.Org,Concertado,Ntra. Sra. De Las Mercedes,8072, ,0101000020E664000048257522DCF22341AED85F8ED1CB5141,25830,976 66 36 36,Centro Privado con varias Enseñanzas de Régimen General, ,653678.07,4665158.22
22700,700867,4715777,"Avda. Regimiento Galicia, 6",0,22002727,42.56827216,Jaca,-0.55275320,iesdmjaca@educa.aragon.es,Público,Domingo Miral,8073, ,0101000020E664000088C9546186632541B0506B3240FD5141,25830,974 36 18 47,Instituto de Educación Secundaria (IES),http://iesdmjac.educa.aragon.es,700867.19,4715776.79
22700,701788,4716865,"Cl. Ferrocarril, S/N",0,22002739,42.57782718,Jaca,-0.54115424,ehjaca@educa.aragon.es,Público,E.H. De Jaca,8074, ,0101000020E664000060DC46E3B86A25414850FC5C50FE5141,25830,974 36 20 67,Residencia,http://ehjaca.educa.aragon.es,701788.44,4716865.45
22700,681602,4714295,"Ctra. Jaca Puente La Reina, 6",0,22002740,42.55970620,Jaca,-0.78775878,ifajaca@aragon.es,Público,Instituto De Formación Agroambiental,8075, ,0101000020E6640000701B0D6004CD244112F241ABCDFB5141,25830,974 35 68 19,Instituto de Formación Profesional, ,681602.19,4714294.68
22700,700967,4716466,"CL. BORNAO, S/N",0,22010207,42.57444419,Jaca,-0.55129921, ,Público,DE JACA,8076, ,0101000020E6640000F0B0506B4D6425410E4FAF68ECFD5141,25830,974 35 60 01,Escuela de Educación Infantil, ,700966.71,4716465.64
50692,656178,4626010,"Pza. De España, 1",0,50002512,41.77057311,Joyosa (La),-1.12096398,cplajoyosa@aragon.es,Público,Ramón Y Cajal,8077, ,0101000020E66400009018047664062441DCF97E8296A55141,25830,976 65 11 55,Colegio Público,http://cplajoyo.educa.aragon.es,656178.23,4626010.04
22811,698433,4674831,"Cl. Única, S/N",0,22003100,42.20047083,Lupiñen,-0.59649201,cplupinen@aragon.es,Público,San Ginés,8078, ,0101000020E664000030211F34815025411C0DE0D143D55141,25830,974 27 00 24,Colegio Público, ,698432.60,4674831.28
50270,633348,4596389,"C/ Joaquín Artigas Lausín, 2",0,50004077,41.50804189,Ricla,-1.40213511,cpricla@educa.aragon.es,Público,Maestro Monreal,8079, ,0101000020E6640000A835CDBB07542341E27A145EA9885141,25830,976 60 62 94,Colegio Público,www.educa.aragon.es/cpricla/index.htm,633347.87,4596389.47
50270,633454,4596786,"CL. JOAQUÍN ARTIGAS ""EL PÍO"", S/N",0,50017989,41.51159583,Ricla,-1.40077804, ,Público,NERTÓBRIGA,8080, ,0101000020E6640000904AEAA4DB542341221FF4880C895141,25830, ,Escuela de Educación Infantil, ,633453.82,4596786.14
22252,710907,4638779,"Pza. Zaragoza, S/N",0,22005856,41.87282398,Robres,-0.45850496,crarobres@aragon.es,Público,C.R.A. La Sabina,8081, ,0101000020E6640000E83FA49FF5B12541742497DF0EB25141,25830,974 39 22 36,Colegio Público,www.educa.aragob.es/crarobre/crarobre,710906.81,4638779.49
44415,699862,4451512,"Cl. Pintor Salvador Victoria, 6",0,44004781,40.19020708,Rubielos De Mora,-0.65217302,crarubielos@educa.aragon.es,Público,C.R.A. Pórtico De Aragón,8082, ,0101000020E6640000E0E99532AC5B2541D26F5F032EFB5041,25830,978 80 44 18,Colegio Público,www.educa.aragob.es/crarubie,699862.10,4451512.05
44415,702328,4445227,"Cl. El Plano, 13",0,44004926,40.13303615,Rubielos De Mora,-0.62520718,cpearubielos@educa.aragon.es,Público,C.P.E.P.A. De Rubielos De Mora,8083, ,0101000020E6640000B8AF0327EF6E2541BC0512A80AF55041,25830,978 80 40 01,Centro Público de Educación de Personas Adultas (Presenc,http://cpearubi.educa.aragon.es,702327.58,4445226.63
22600,716501,4710867,"Pza. Santa Ana, 4",0,22003860,42.51987496,Sabiñanigo,-0.36432894,sabihcsa@terra.es,Concertado,Santa Ana,8084, ,0101000020E6640000D868000FAADD25415EBA49AC74F85141,25830,974 48 08 91,Centro Privado con varias Enseñanzas de Régimen General, ,716501.03,4710866.69
22600,716537,4710976,Paseo de la Corona nº 2,0,22003902,42.52084493,Sabiñanigo,-0.36385294,iesamsabinanigo@educa.aragon.es,Público,San Alberto Magno,8085, ,0101000020E66400006844698FF1DD2541ACADD8E78FF85141,25830,974 48 01 79,Instituto de Educación Secundaria (IES),http://iesamsab.educa.aragon.es,716536.78,4710975.62
22600,716063,4710940,"P.º De La Corona, S/N",0,22005662,42.52065394,Sabiñanigo,-0.36963301,eoisabinanigo@educa.aragon.es,Público,E.O.I. De Sabiñánigo,8086, ,0101000020E6640000C064AA403DDA25418AB0E1E986F85141,25830,974 48 33 80,Escuela Oficial de Idiomas (EOI), ,716062.63,4710939.65
22600,716216,4710914,Cl. Valle De Oza,0,22010128,42.52037997,Sabiñanigo,-0.36777796, ,Público,CARDELINA,8087, ,0101000020E6640000305530EA6FDB254132E6AE7D80F85141,25830,974 48 00 05,Escuela de Educación Infantil, ,716215.96,4710913.96
50670,642532,4682891,"Avda. Pirineos, S/N",0,50011690,42.28521800,Sadaba,-1.27124991,iessadaba@educa.aragon.es,Público,Sección  Del I.E.S.Reyes Católicos,8088, ,0101000020E6640000B8C876DEC79B23415AF5B9DA22DD5141,25830,976 67 54 25,Instituto de Educación Secundaria (IES),http://iesadaba.educa.aragon.es,642531.93,4682891.42
50670,642532,4682891,"AVDA. PIRINEOS, S/N",0,50018027,42.28521800,Sadaba,-1.27124991, ,Público,DE SÁDABA,8089, ,0101000020E6640000B8C876DEC79B23415AF5B9DA22DD5141,25830, ,Escuela de Educación Infantil, ,642531.93,4682891.42
22468,784360,4719559,"Cami. De Guayente, S/N",0,22004943,42.57605437,Sahun,0.46481806,Nsguayente@Planalfa.Es,Concertado,Ntra. Sra. De Guayente,8090, ,0101000020E6640000386744A9D0EF274144D8F0BCF1005241,25830,974 55 13 27,Centro Privado de Formación Profesional Específica, ,784360.33,4719558.95
22640,718206,4738960,"Cl.  Gigante Aragonés, S/N",0,22010013,42.77212009,Sallent De Gallego,-0.33280790, ,Público,E.E.I. De Sallent De Gállego,8091, ,0101000020E6640000280F0BB5FCEA25417AA52CFBE3135241,25830,974 48 82 74,Escuela de Educación Infantil, ,718206.35,4738959.92
44195,654822,4469103,"Cl. La Iglesia, S/N",0,44004628,40.35812914,San Blas,-1.17672595,crasanblas@educa.Aragon.es,Público,C.R.A. Turia,8092, ,0101000020E6640000B8FC8794CCFB234176E09CB15B0C5141,25830,978 61 75 57,Colegio Público,http://craturia.educa.aragon.es,654822.29,4469102.78
44195,653691,4469164,"Bo. San Blas, S/N",0,44003028,40.35888557,San Blas,-1.19003035,ifpeteruel@educa.aragon.es,Público,I.F.P. De San Blas,8093, ,0101000020E6640000085F988CF5F22341BAB88DE26A0C5141,25830,978 61 88 20,Instituto de Formación Profesional,http://ifpeteru.educa.aragon.es,653690.77,4469163.54
50015,684290,4626224,"Cl. San Cristobal,S/N    Bo.San Gregorio",0,50008630,41.76647409,San Gregorio,-0.78289632,Fundacioncedes@Yahoo.Es,Privado,Cedes,8094, ,0101000020E664000008F016A804E2244196438B14CCA55141,25830,976 51 51 21,Centro Privado de Educación  Especial, ,684290.33,4626224.32
50298,658023,4622248,"P.º De Los Estudiantes, S/N",0,50003851,41.73634297,Pinseque,-1.09978188,cppinseque@aragon.es,Público,Miguel Artigas,8095, ,0101000020E664000090A0F8B1CD142441B29DEF07EAA15141,25830,976 61 73 73,Colegio Público,http://pinseque.educa.aragon.es,658022.85,4622248.12
50840,685540,4633257,"CL. SAN FRANCISCO DE PAULA, 55, BAJOS",0,50017588,41.82948106,San Mateo De Gallego,-0.76567628, ,Privado,PEQUES,8096, ,0101000020E664000068BC74B3C7EB2441AC8BDB54AAAC5141,25830,976 68 42 96,Centro Privado de Educación Infantil, ,685539.85,4633257.33
50669,638803,4644472,"Cl. Ronda De Mediodía, S/N",0,50008782,41.94001575,Santa Engracia,-1.32558546,cpsengracia@aragon.es,Público,Santa Engracia,8097, ,0101000020E66400001895D4A9A67E2341501E16029EB75141,25830,976 85 68 09,Colegio Público,http://cpsengra.educa.aragon.es,638803.33,4644472.03
50008,677337,4611538,"Cl. José Galiay, S/N",0,50700215,41.63586776,Zaragoza,-0.87085274,cpcarzaragoza@educa.aragon.es,Público,Eq. Espec Motoricos,8098, ,0101000020E664000048696FF0B2AB2441BEC1178274975141,25830,976 41 39 97,Colegio Público,http://www.cpcarzar.educa.aragon.es,677337.76,4611539.75
50012,673069,4612564,"Cl. Océano Atlántico, S/N",0,50010181,41.64603983,Zaragoza,-0.92177369,cphiszaragoza@educa.aragon.es,Público,Hispanidad,8099, ,0101000020E6640000A045B693598A244172AC8BFB74985141,25830,976 32 98 98,Colegio Público,http://cphiszar.educa.aragon.es,673068.79,4612563.93
50180,666311,4619666, ,0,50010041,41.71140928,Utebo,-1.00089765,Iesutebo@Educa.Aragon.Es,Público,Pedro Cerrada,8100, ,0101000020E6640000384547928D552441DC460384649F5141,25830,976 77 42 55,Instituto de Educación Secundaria (IES),http://iesutebo.educa.aragon.es,666310.79,4619666.06
50360,632646,4552252,Calle Barranco de Luzbel s/n,0,50001702,41.11073499,Daroca,-1.42017305,cpscdaroca@educa.aragon.es,Público,Pedro Sánchez Ciruelo,8101, ,0101000020E6640000C0E3141D8B4E2341DE9387198F5D5141,25830,976 80 08 79,Colegio Público,http://cpdaroca.educa.aragon.es,632645.56,4552252.40
50190,664341,4616416,"Cl. Barón De La Linde, 14",0,50011771,41.68255807,Garrapinillos,-1.02545352, ,Privado,Garrapiniños,8102, ,0101000020E6640000C832C4912A462441168C4AE2379C5141,25830,976 23 90 51,Centro Privado de Educación Infantil, ,664341.28,4616415.54
44600,741192,4548120,"Avda. Aragón, 28",0,44004321,41.04859428,Alcañiz,-0.13019526,Cplpalacaniz@Educa.Aragob.Es,Público,Juan Lorenzo Palmireno,8103, ,0101000020E66400006819E2588F9E2641E8482EFF85595141,25830,978 83 13 38,Escuela de Educación Infantil, ,741191.67,4548119.99
50006,676036,4611744,"P.º De Ruiseñores, 1",0,50007194,41.63801339,Zaragoza,-0.88640557,dirlamercedz@telefonica.net,Concertado,Ntra. Sra. De La Merced,8104, ,0101000020E664000080FB3A5088A12441F6065F18A8975141,25830,976 27 65 83,Centro Privado con varias Enseñanzas de Régimen General, ,676044.24,4611783.66
50180,666599,4619073,"CL. SAN FRANCISCO, 3",0,50018209,41.70600861,Utebo,-0.99759807, ,Privado,ZAGALICOS,8105, ,0101000020E664000000098A7FCE572441ECC03933D09E5141,25830, ,Centro Privado de Educación Infantil, ,666599.25,4619072.80
50694,637347,4673058,"Cl. Corneta, S/N",0,50011240,42.19762312,Pinsoro,-1.33643551,crapinsoro@aragon.es,Público,C.R.A. Luis Buñuel,8106, ,0101000020E664000058423E88467323415C8FC27D88D35141,25830,976 67 38 52,Colegio Público,http://crapinso.educa.aragon.es,637347.27,4673057.97
22666,717790,4714732,"Cl. Única, S/N",0,22003926,42.55428895,Senegüe,-0.34718096,cpsenegue@aragon.es,Público,Miguel Servet,8107, ,0101000020E66400003090A0F8BBE725413480B7143BFC5141,25830,974 48 43 00,Colegio Público, ,717789.99,4714732.32
50018,676374,4614741,"Cl. Padre Marcellán, S/N",0,2065,41.66491211,Zaragoza,-0.88146690, ,Público,Centro Comisión C.F. Grado Medio Zaragoza,8108, ,0101000020E6640000D8F97E2A2CA424415CB1BF44959A5141,25830, ,Colegio Público, ,676374.08,4614741.07
44100,633048,4474395,"Cami. De Gea, S/N",0,44005207,40.40954571,Albarracin,-1.43195076,iesalbarracin@educa.aragon.es,Público,I.E.S. Lobetano,8109, ,0101000020E664000098559FABAF51234124287EB086115141,25830,978 71 02 15,Instituto de Educación Secundaria (IES),http://iesalbar.educa.aragon.es,633047.84,4474394.76
22600,716314,4711127,"Cl. Ciudad De Billère, 18",0,22003835,42.52226556,Sabiñanigo,-0.36650597,cpbvsabinanigo@educa.aragon.es,Público,Montecorona,8110, ,0101000020E6640000E02D90E033DC2541A067B3A6B5F85141,25830,974 48 40 38,Colegio Público,http://www.edusabi.org,716313.94,4711126.60
50009,675020,4611816,"Cl. Pedro Cerbuna, 41",0,50011756,41.63888160,Zaragoza,-0.89857489, ,Privado,Peluche,8111, ,0101000020E6640000F853E365989924415AD3BCFFB9975141,25830,976 56 00 05,Centro Privado de Educación Infantil, ,675020.20,4611816.00
22002,714247,4668736,"Pza. De San Vicente,  1",0,22002351,42.14145946,Huesca,-0.40736377,cpsvihuesca@educa.aragon.es,Público,San Vicente,8112, ,0101000020E6640000608FC2550ECC2541EA26310450CF5141,25830,974 22 06 25,Colegio Público,http://cpsvihue.educa.aragon.es,714247.17,4668736.07
50160,698614,4630124,"Avda. Zaragoza, 84",0,50011422,41.79811644,Leciñena,-0.60940576,cralecinena@aragon.es,Público,C.R.A. Bajo Gállego,8113, ,0101000020E6640000588638D6EC512541B4C8760E9BA95141,25830,976 16 80 84,Colegio Público,http://cralecin.educa.aragon.es/,698614.42,4630124.23
50017,673456,4613447,"Cl. Ramiro I De Aragón, S/N",0,50009211,41.65390479,Zaragoza,-0.91687008,Iesfazzaragoza@educa.aragon.es,Público,Félix De Azara,8114, ,0101000020E664000040AD691E608D244132C4B1C251995141,25830,976 34 76 90,Instituto de Educación Secundaria (IES),http://iesfazza.educa.aragon.es,673456.06,4613447.04
22001,714759,4668322,"Cl. Travesía Ballesteros, 23",0,22010074,42.13759619,Huesca,-0.40132731, ,Privado,CLUB MINNIE,8115, ,0101000020E66400001873D7320ED0254126310890E8CE5141,25830,974 24 64 90,Centro Privado de Educación Infantil, ,714759.10,4668322.25
50011,672171,4613845,"CL. ENRIQUE VAL, 4-LOCAL",0,50018295,41.65776705,Zaragoza,-0.93218380, ,Privado,ZARAPEQUES,8116, ,0101000020E664000050A60A2655832441E27A144AB5995141,25830, ,Centro Privado de Educación Infantil, ,672170.57,4613845.16
50003,674521,4614217, ,0,50010946,41.66059847,Zaragoza,-0.90386767,iesandzaragoza@educa.aragon.es,Público,Andalán,8117, ,0101000020E664000068DE716AB19524413A014D20129A5141,25830,976 28 19 43,Instituto de Educación Secundaria (IES),http://iesandza.educa.aragon.es,674520.71,4614216.50
22440,788632,4722788,"Cl. Campalet, S/N",0,22010165,42.60349711,Benasque,0.51840847,Infoemb@Fam.Es,Privado,ESCUELA DE MONTAÑA DE BENASQUE,8118, ,0101000020E66400006809F96030112841C442AD1119045241,25830,974 55 20 19,Centro Privado de Enseñanzas Deportivas, ,788632.19,4722788.28
22005,714215,4667427,"Cl. Los Olivos, 2",0,22005200,42.12969099,Huesca,-0.40823201,cppjrhuesca@educa.aragon.es,Público,Pedro J. Rubio,8119, ,0101000020E6640000F8A9F132CECB254152B81EC508CE5141,25830,974 22 93 12,Colegio Público,www.periodicos.walqa.com/laolivera,714215.10,4667427.08
44002,660793,4466838,"Cl. José Torán, 5",0,44003272,40.33660406,Teruel,-1.10701194,Cpenteruel@Educa.Aragon.Es,Público,Ensanche,8120, ,0101000020E6640000C8073DFB722A2441A401BC6D250A5141,25830,978 60 38 61,Colegio Público,http://cpenteru.educa.aragon.es,660793.49,4466837.71
50153,664228,4579966,"Avda. Zaragoza,  29",976143493,50005291,41.35445549,Villanueva De Huerva,-1.03675816,cpvillanuevah@aragon.es,Público,San Blas,8121, ,0101000020E6640000C84B372948452441304CA6669F785141,25830,976 14 34 93,Colegio Público,www.educa.aragob.es/cpvillah,664228.08,4579965.60
50071,667484,4614330,"BASE AÉREA DE ZARAGOZA, CTRA. DEL AEROPUERTO, S/N",0,50018040,41.66312892,Zaragoza,-0.98829675, ,Público,NUESTRA SEÑORA DE LORETO,8122, ,0101000020E6640000C8FEB2BBB85E24413A014D782E9A5141,25830,976 70 90 90,Escuela de Educación Infantil, ,667484.37,4614329.88
0,778195,4602472,"Calle Valle de Pineta, 2",0,22010876,41.52556265,Fraga,0.33424667, ,Público,Fraga III,8123,7607601BG7070N,0101000020E664000050B81E85A6BF2741000000F0998E5141,25830, ,Colegio Público, ,778195.26,4602471.75
50710,763434,4557212,"AVDA. RAMÓN Y CAJAL, S/N",0,50018106,41.12348174,Maella,0.13798357, ,Público,DE MAELLA,8124, ,0101000020E6640000F853E325544C2741EC2FBBF766625141,25830, ,Escuela de Educación Infantil, ,763434.07,4557211.87
50520,675650,4610652,"Pza. Aragón, 12",0,50011379,41.62826502,Magallon,-0.89136281,cramagallon@aragon.es,Público,C.R.A. La Huecha,8125, ,0101000020E6640000E0460378839E24415227A0F996965141,25830,976 85 81 78,Colegio Público,http://cralahue.educa.aragon.es,675649.73,4610651.90
50368,642311,4561508,"Ctra. De Valencia, S/N",0,50010247,41.19244001,Mainar,-1.30295208,cpmainar@aragon.es,Público,Santa Ana,8126, ,0101000020E6640000B09465680E9A2341143FC61499665141,25830,976 80 72 18,Colegio Público, ,642311.20,4561508.32
50340,615682,4571420,"AVDA. DOCTOR GARCÍA SANCHO, 7",0,50017953,41.28593900,Maluenda,-1.61852413, ,Público,BLANCANIEVES,8127, ,0101000020E66400002831084C04CA22412406810547705141,25830, ,Escuela de Educación Infantil, ,615682.15,4571420.09
50550,631218,4640033,"Cl. Miraflores, S/N",0,50002937,41.90134694,Mallen,-1.41804332,cpcmmallen@educa.aragon.es,Público,C.P. Manlia,8128, ,0101000020E6640000F041CFC663432341E61DA73C48B35141,25830,976 85 03 94,Colegio Público,www.educa.aragob.es/cpmallen,631217.89,4640032.95
50550,631187,4640089,"Avda. De La Libertad, 25",0,50011677,41.90185898,Mallen,-1.41840428,iesmallen@educa.aragon.es,Público,Valle Del  Huecha,8129, ,0101000020E664000040F163CC254323413E0AD74F56B35141,25830,976 86 14 09,Instituto de Educación Secundaria (IES),http://iesmalle.educa.aragon.es,631186.90,4640089.25
50550,631187,4640089,"AVDA. DE LA LIBERTAD, S/N",0,50017692,41.90185898,Mallen,-1.41840428, ,Público,DE MALLÉN,8130, ,0101000020E664000040F163CC254323413E0AD74F56B35141,25830,976 85 01 96,Escuela de Educación Infantil, ,631186.90,4640089.25
44557,708993,4526889,"Cl. Fondus, S/N",0,44004707,40.86641901,Mata De Los Olmos (La),-0.52010602,cramata@educa.aragon.es,Público,C.R.A. Somontano-Bajo Aragón,8131, ,0101000020E664000088B0E1C901A325414260E530CA445141,25830,978 84 93 57,Colegio Público,http://www.educa.aragob.es/crasobar,708992.89,4526888.76
44300,638621,4516560,"Cl. María Moliner, 4",0,44004665,40.78833797,Monreal Del Campo,-1.35702596,iesmonreal@educa.aragon.es,Público,Salvador Victoria,8132, ,0101000020E664000048EA0414397D23419C559FE3B33A5141,25830,978 86 35 11,Instituto de Educación Secundaria (IES),http://iesmonre.educa.aragon.es,638620.54,4516559.56
44300,638560,4516022,"Cl. Alfonso I El Batallador, 1",0,44002152,40.78351199,Monreal Del Campo,-1.35786198,cpspmonreal@educa.aragon.es,Público,Ntra. Sra. Del Pilar,8133, ,0101000020E66400004060E510C07C2341BC96909F2D3A5141,25830,978 86 45 30,Colegio Público,www.educa.aragob.es/cpmonrea/,638560.03,4516022.49
44300,638574,4516508,CL. MARÍA MOLINER Nº 1,0,44010306,40.78788298,Monreal Del Campo,-1.35758296, ,Público,RICARDA GONZALO DE LIRIA,8134, ,0101000020E664000008AC1CFADC7C23419EEFA70AA73A5141,25830, ,Escuela de Educación Infantil, ,638574.49,4516508.17
44700,685320,4522351,"Cl. Balmes, S/N",0,44005001,40.83126283,Montalban,-0.80215175,cpeamontalban@educa.aragon.es,Público,Cuenca Minera,8135, ,0101000020E6640000907EFB5A0FEA24411A2FDDA05B405141,25830,978 75 05 31,Centro Público de Educación de Personas Adultas (Presenc,http://cpeacumi.educa.aragon.es,685319.68,4522350.51
22400,763977,4644814,"Cl. Cinca, S/N",0,22005157,41.91116832,Monzon,0.18284789,ceemonzon@educa.aragon.es,Público,La Alegría,8136, ,0101000020E6640000189E5E0992502741842F4C72F3B75141,25830,974 41 58 14,Colegio Público de Educación Especial, ,763977.02,4644813.79
22400,764863,4645467,"Pza. Aragón, 6",0,22005376,41.91674425,Monzon,0.19380171,cpmmonzon@educa.aragon.es,Público,Conservatorio Profesional De Música,8137, ,0101000020E664000068DE710A7D572741F4DBD7B196B85141,25830,974 40 38 11,Conservatorio de Música o Danza,http://cpmmonzo.educa.aragon.es,764862.52,4645466.78
22400,764411,4644631,"Avda. Del Pilar, 6",0,22003252,41.90937730,Monzon,0.18799586,santaanam@colegiosaragon.org,Concertado,Santa Ana,8138, ,0101000020E664000010BE30D9F653274196218EB1C5B75141,25830,974 40 07 21,Centro Privado con varias Enseñanzas de Régimen General, ,764411.42,4644630.77
22400,764848,4645220,"Cl. Valencia, 18",0,22003276,41.91453331,Monzon,0.19351628,colegio.minte@teleline.es,Concertado,Minte,8139, ,0101000020E6640000081214FF5F572741CC5D4B1859B85141,25830,974 41 68 35,Centro Privado con varias Enseñanzas de Régimen General, ,764848.00,4645220.38
